text,labels
Chris Christie Announces He's Running For President In 2016,no-bias
"Pelosi, who is expected to return to the House speakership Thursday afternoon after eight years as minority leader, intends as her first action to pass spending bills that won Republican support last year to reopen the closed agencies.",no-bias
"“When the Democrat filibuster of the government funding bill ends, the serious, bipartisan negotiations that have been going on for months now to resolve our unfinished business -- military spending; disaster relief; healthcare; immigration and border security -- will continue,” he said.",no-bias
"Amid the controversy, a Twitter official emailed security tips to members of Congress regarding their accounts.",no-bias
"And his language was markedly different; instead of insisting on the “big beautiful wall” he promised during his 2016 campaign, Mr. Trump took care to use the word “barrier” as well — and seemed to pare back his vision for it.",no-bias
Some local officials have vowed to resist federal action.,contains-bias
"Obama ran as an antidote to Bush's policies in 2008, but the reports reveal that he has continued many of them, leading to concerns over the reach of the national security state.",contains-bias
Obama also endorsed her earlier this year in her House primary battle.,no-bias
"That to me is not helpful to him but I'm not going to ask him to resign for Congress.""",no-bias
"Despite the closed-door lunchtime meeting, Senate aides told The Times afterward that about 30 Democratic senators remained “firmly opposed” to the president’s negotiated deal after hearing from the vice president.",no-bias
"Ten minutes later, Benjamin J. Rhodes, a deputy national security adviser, offered his first comments, saying, “We need to resolve this in a way that respects all of the relevant equities, especially the investigation.”",no-bias
"Senator Harry Reid of Nevada, the Senate majority leader and a Democrat facing a difficult re-election fight, said through a spokesman that those who plan to erect the Islamic center should look elsewhere.",no-bias
"The real problem, he said, is progressivism, scrawling the word with chalk on his signature blackboard. “This is the disease in America,” he said.",no-bias
"In 2010, after a wave of Tea Party Republicans swept Democrats out of power, she lost just 43 votes.",no-bias
"The paper found three other women who said they had been pursued by Mr. Moore around the same time, when they were between 16 and 18 years old.",no-bias
"He added: “If the FBI and the Mueller team believe Stone has engaged in witness tampering, then there is a palpable distrust, which would make them err on the side of surprise, rather than a courtesy phone call.”",no-bias
And Bloomberg made dire predictions about the damage a Trump presidency would wreak on virtually every aspect of American life.,no-bias
Questions were raised following the high court’s decision on how the federal government would treat same-sex couples whose home states don’t recognize gay marriage.,no-bias
"The National Rifle Association called Tuesday for state legislatures to allow more school personnel to carry weapons on school grounds once they've gone through extensive training, as part of a set of recommendations that capped a weeks-long review in the wake of the Newtown mass shooting.",no-bias
"Flynn stepped down in February, saying that he had misled the transition team, including then Vice President-elect Mike Pence, about the extent of his contacts with Russian officials, which included discussing sanctions and the creation of a backchannel with the Kremlin.",no-bias
"In a recording of the message obtained by the Press Herald, the governor identified himself and went on to curse out Gattine.",no-bias
"""Chairman Ryan remains grateful for Georgetown's invitation to advance a thoughtful dialogue this week on his efforts to avert a looming debt crisis that would hurt the poor the first and the worst,” a Ryan spokesman said.",no-bias
"He too declined to run, sensing McCarthy's near inevitability.",no-bias
"“I remember the taunts, the insults, sometimes even physical abuse.”",no-bias
"Mr. Romney has, over the years, made it clear that his opposition to same-sex marriage and civil unions is a deeply held moral conviction, and he has not shied from using strong language to describe the offense he has taken to its introduction.",no-bias
Lerner is a key figure in the unfolding IRS scandal.,no-bias
"All information acquired, he said, “is subject to strict, court-imposed restrictions on review and handling.",no-bias
"“Then he says we’re going to have a proceeding where the district judge relies only on the records that he says are inadequate, to allow a reconstruction of the decision.",no-bias
"Former Rep. Jesse Jackson Jr. pleaded guilty Wednesday in federal court to charges that he spent $750,000 in campaign cash on personal items.",no-bias
