Type,News
Real,"After they bought GST Steel, ""Mitt Romney and his partners loaded it with debt, closed the Kansas City plant and walked away with a healthy profit, leaving hundreds of employees out of work with their pensions in jeopardy."""
Real,"Says Mitt Romney ""has refused to say whether he would have vetoed or signed the Lilly Ledbetter Fair Pay Act."""
Real,"Mitt Romney has ""proposed cutting his own taxes while raising them on 18 million working families."""
Real,"Under President Obama, domestic oil production is at an eight-year high."
Real,"Says Ronald Reagan ""understood repeatedly that when the deficit started to get out of control, that for him to make a deal he would have to propose both spending cuts and tax increases."""
Real,"Because of the new health care law, ""Americans no longer will see their coverage dropped or capped when illness strikes."""
Real,"By the time Obama took office, ""The Bush administration had given the car companies $13 billion and the money was now gone."""
Real,"Because of the new health care law, ""2.5 million young adults now have coverage."""
Real,We supported the first new nuclear power plant in three decades.
Real,"In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005."
Real,"Right now, American oil production is the highest that its been in eight years."
Real,Fifty percent of Speaker Gingrichs tax plan goes to the top 1 percent.
Real,Because of Barack Obama 32 million new people will have healthcare.
Real,"A bipartisan payroll tax cut championed by the White House has meant that ""the average family has an extra $1,000 in their pocket"" this year."
Real,"Says Ronald Reagan ""repeatedly talked about how irresponsible it would be to allow the full faith and credit of the United States to be impaired in any kind of way."""
Real,Eighty percent of the American people support an approach (to federal budget problems) that includes revenues and includes cuts.
Real,"As we've seen that federal support for states diminish, you've seen the biggest job losses in the public sector -- teachers, police officers, firefighters losing their jobs."
Real,We have provided at least 16 tax cuts to small businesses.
Real,"You see a whole bunch of Korean cars here in the United States, and you don't see any American cars in Korea."
Real,"If you're a  wealthy CEO or a  hedge fund manager in America right now, your taxes are  lower than they've been since the 1950s."
Real,"Says ""we have now more Border Patrol officers  than weve had at any time in our history."""
Real,"Says Paul Ryan ""voted for two wars that were unpaid for, voted for the Bush tax cuts that were unpaid for, voted for the prescription drug bill that cost as much as my health care bill -- but wasn't paid for."""
Real,"Gov. (Rick) Perry helped balance his budget with about $6 billion worth of federal help, which he happily took, and then started blaming the members of Congress who had offered that help."
Real,"The Republican budget plan ""says that 10 years from now, if youre a 65-year-old whos eligible for Medicare, you should have to pay nearly $6,400 more than you would today."""
Real,"Last year, American oil production reached its highest level since 2003."
Real,"Today, American companies have nearly $2 trillion sitting on their balance sheets."
Real,I lowered taxes over the last two years.
Real,"The Interior Department is in charge of salmon while they're in fresh water, but the Commerce Department handles them when they're in saltwater."
Real,As many as a quarter of our students arent even finishing high school.
Real,There are polls showing right now that the American people for the most part think it's a bad idea to provide tax cuts to the wealthy.
Real,"We have empowered state insurance commissioners to review the rate hikes that are taking place in states. And in some states like North Carolina, they have already used it and rolled back premium increases by 25 percent."
Real,Our tax rates are lower now than they were under Ronald Reagan. They're much lower than they were under Dwight Eisenhower.
Real,"When these same Republicans - including Mr. Boehner - were in charge, the number of earmarks and pet projects went up, not down."
Real,"The president's budget ""would take ... non-defense spending to its lowest level ... as a percentage of the economy since JFK."""
Real,"Today, we have more boots on the ground near the Southwest border than at any time in our history."
Real,"Oil companies showered regulators (at the Minerals Management Service) with gifts and favors, and were essentially allowed to conduct their own safety inspections and write their own regulations."
Real,"The Interior Department has only 30 days to review an exploration plan submitted by an oil company. That leaves no time for the appropriate environmental review. The result is, they are continually waived."
Real,"A lot of the ideas in terms of the (health insurance) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the Heritage Foundation."
Real,"Obama came into office ""with a $1.3 trillion deficit before I had passed any law. ... We came in with $8 trillion worth of debt over the next decade."""
Real,"At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade."
Real,"For the first time in history, my administration posts our White House visitors online."
Real,The Washington Times ... pointed out that we had succeeded where previous administrations had failed on spending cuts.
